Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Portugal,1989,All genders,Not applicable,Percent,58.63614
Portugal,1988,Male,Not applicable,Percent,54.05997
Portugal,1988,All genders,Not applicable,Percent,57.74359
Portugal,1988,Female,Not applicable,Percent,61.54333
Portugal,1987,All genders,Not applicable,Percent,65.73982
Portugal,1986,Male,Not applicable,Percent,54.08593
Portugal,1986,All genders,Not applicable,Percent,58.06574
Portugal,1986,Female,Not applicable,Percent,62.17823
Portugal,1980,All genders,Not applicable,Percent,53.86217
Portugal,1980,Male,Not applicable,Percent,62.18463
Portugal,1980,Female,Not applicable,Percent,45.31793
Portugal,1979,All genders,Not applicable,Percent,51.14545
Portugal,1979,Male,Not applicable,Percent,47.23338
Portugal,1979,Female,Not applicable,Percent,55.15624
Portugal,1978,All genders,Not applicable,Percent,58.64729
Portugal,1978,Male,Not applicable,Percent,57.95811
Portugal,1978,Female,Not applicable,Percent,59.3535
Portugal,1977,All genders,Not applicable,Percent,57.23155
Portugal,1977,Male,Not applicable,Percent,57.14179
Portugal,1977,Female,Not applicable,Percent,57.32354
Portugal,1976,All genders,Not applicable,Percent,56.08467
Portugal,1976,Male,Not applicable,Percent,56.89914
Portugal,1976,Female,Not applicable,Percent,55.24929
Portugal,1975,All genders,Not applicable,Percent,50.96886
Portugal,1975,Male,Not applicable,Percent,52.26661
Portugal,1975,Female,Not applicable,Percent,49.63899
Puerto Rico,2013,All genders,Not applicable,Percent,80.8036
Puerto Rico,2013,Male,Not applicable,Percent,78.4444
Puerto Rico,2013,Female,Not applicable,Percent,83.33396
Puerto Rico,2012,All genders,Not applicable,Percent,79.36274
Puerto Rico,2012,Female,Not applicable,Percent,82.3498
Puerto Rico,2012,Male,Not applicable,Percent,76.54985
Puerto Rico,2011,Male,Not applicable,Percent,76.85731
Puerto Rico,2011,All genders,Not applicable,Percent,78.31899
Puerto Rico,2011,Female,Not applicable,Percent,79.85412
Puerto Rico,2010,Female,Not applicable,Percent,85.29393
Puerto Rico,2010,All genders,Not applicable,Percent,82.97576
Puerto Rico,2010,Male,Not applicable,Percent,80.74104
Puerto Rico,2009,Male,Not applicable,Percent,84.06645
Puerto Rico,2009,All genders,Not applicable,Percent,85.23103
Puerto Rico,2009,Female,Not applicable,Percent,86.42997
Qatar,2011,Female,Not applicable,Percent,103.21484
Qatar,2011,All genders,Not applicable,Percent,109.41109
Qatar,2011,Male,Not applicable,Percent,116.05334
Qatar,2010,Male,Not applicable,Percent,98.05619
Qatar,2010,All genders,Not applicable,Percent,101.05862
Qatar,2010,Female,Not applicable,Percent,104.37708
Qatar,2009,Male,Not applicable,Percent,84.51341
Qatar,2009,Female,Not applicable,Percent,103.67656
Qatar,2009,All genders,Not applicable,Percent,92.90618
Qatar,2008,Male,Not applicable,Percent,80.66611
Qatar,2008,All genders,Not applicable,Percent,91.08376
Qatar,2008,Female,Not applicable,Percent,105.31173
Qatar,2007,Male,Not applicable,Percent,80.26851
Qatar,2007,Female,Not applicable,Percent,102.97524
Qatar,2007,All genders,Not applicable,Percent,90.12876
Qatar,2006,Male,Not applicable,Percent,105.87422
Qatar,2006,All genders,Not applicable,Percent,106.30176
Qatar,2006,Female,Not applicable,Percent,106.74742
Qatar,2005,Male,Not applicable,Percent,113.68659
Qatar,2005,Female,Not applicable,Percent,108.66114
Qatar,2005,All genders,Not applicable,Percent,111.14769
Qatar,2004,Male,Not applicable,Percent,111.00652
Qatar,2004,All genders,Not applicable,Percent,109.02239
Qatar,2004,Female,Not applicable,Percent,107.01989
Qatar,2003,Male,Not applicable,Percent,96.62197
Qatar,2003,Female,Not applicable,Percent,103.94993
Qatar,2003,All genders,Not applicable,Percent,100.1119
Qatar,2002,Male,Not applicable,Percent,82.22037
Qatar,2002,All genders,Not applicable,Percent,88.92314
Qatar,2002,Female,Not applicable,Percent,96.91525
Qatar,2001,Male,Not applicable,Percent,74.41698
Qatar,2001,Female,Not applicable,Percent,91.38226
Qatar,2001,All genders,Not applicable,Percent,82.0472
Qatar,2000,Male,Not applicable,Percent,81.0269
Qatar,2000,All genders,Not applicable,Percent,86.60067
Qatar,2000,Female,Not applicable,Percent,93.2479
Qatar,1999,Male,Not applicable,Percent,82.16376
Qatar,1999,Female,Not applicable,Percent,91.35792
Qatar,1999,All genders,Not applicable,Percent,86.46454
Qatar,1998,Male,Not applicable,Percent,88.38675
Qatar,1998,All genders,Not applicable,Percent,89.95866
Qatar,1998,Female,Not applicable,Percent,91.62482
Qatar,1996,Male,Not applicable,Percent,116.67256
Qatar,1996,Female,Not applicable,Percent,92.9235
Qatar,1996,All genders,Not applicable,Percent,103.75289
Qatar,1995,Male,Not applicable,Percent,111.32294
Qatar,1995,All genders,Not applicable,Percent,102.2718
Qatar,1995,Female,Not applicable,Percent,94.27899
Qatar,1994,All genders,Not applicable,Percent,97.40465
Qatar,1994,Male,Not applicable,Percent,100.41331
Qatar,1994,Female,Not applicable,Percent,94.473
Qatar,1993,All genders,Not applicable,Percent,92.33386
Qatar,1993,Female,Not applicable,Percent,95.24436
Qatar,1993,Male,Not applicable,Percent,89.63888
Qatar,1992,All genders,Not applicable,Percent,81.89258
Qatar,1992,Male,Not applicable,Percent,76.05159
Qatar,1992,Female,Not applicable,Percent,88.71207
Qatar,1991,All genders,Not applicable,Percent,81.2989
Qatar,1991,Female,Not applicable,Percent,89.50621
Qatar,1991,Male,Not applicable,Percent,74.43063
Qatar,1990,All genders,Not applicable,Percent,79.72042
Qatar,1990,Male,Not applicable,Percent,71.04894
Qatar,1990,Female,Not applicable,Percent,90.5038
Qatar,1989,All genders,Not applicable,Percent,77.23217
Qatar,1989,Male,Not applicable,Percent,69.27281
Qatar,1989,Female,Not applicable,Percent,87.22153
Qatar,1988,All genders,Not applicable,Percent,76.35409
Qatar,1988,Male,Not applicable,Percent,69.72069
Qatar,1988,Female,Not applicable,Percent,84.41843
Qatar,1987,All genders,Not applicable,Percent,75.97319
Qatar,1987,Male,Not applicable,Percent,68.39158
Qatar,1987,Female,Not applicable,Percent,84.38415
Qatar,1986,All genders,Not applicable,Percent,86.1932
Qatar,1986,Male,Not applicable,Percent,88.73484
Qatar,1986,Female,Not applicable,Percent,83.80261
Qatar,1985,All genders,Not applicable,Percent,82.78679
Qatar,1985,Male,Not applicable,Percent,85.23898
Qatar,1985,Female,Not applicable,Percent,80.46551
Qatar,1984,All genders,Not applicable,Percent,79.64498
Qatar,1984,Male,Not applicable,Percent,80.62759
Qatar,1984,Female,Not applicable,Percent,78.66364
Qatar,1983,All genders,Not applicable,Percent,79.29049
Qatar,1983,Male,Not applicable,Percent,78.47701
Qatar,1983,Female,Not applicable,Percent,80.16579
Qatar,1982,All genders,Not applicable,Percent,75.49611
Qatar,1982,Female,Not applicable,Percent,78.61003
Qatar,1982,Male,Not applicable,Percent,72.79967
Qatar,1981,All genders,Not applicable,Percent,74.32805
Qatar,1981,Male,Not applicable,Percent,70.24094
Qatar,1981,Female,Not applicable,Percent,79.26515
Qatar,1980,All genders,Not applicable,Percent,70.07271
Qatar,1980,Female,Not applicable,Percent,76.49039
Qatar,1980,Male,Not applicable,Percent,64.83516
Qatar,1979,Male,Not applicable,Percent,60.80779
Qatar,1979,All genders,Not applicable,Percent,64.80775
Qatar,1979,Female,Not applicable,Percent,69.93472
Qatar,1978,Female,Not applicable,Percent,65.49082
Qatar,1978,All genders,Not applicable,Percent,58.97871
Qatar,1978,Male,Not applicable,Percent,54.20935
Qatar,1977,Male,Not applicable,Percent,50.33327
Qatar,1977,All genders,Not applicable,Percent,55.16635
Qatar,1977,Female,Not applicable,Percent,62.17664
Qatar,1976,Female,Not applicable,Percent,69.00543
Qatar,1976,All genders,Not applicable,Percent,57.40162
Qatar,1976,Male,Not applicable,Percent,49.75031
Qatar,1975,Male,Not applicable,Percent,42.39583
Qatar,1975,All genders,Not applicable,Percent,45.657
Qatar,1975,Female,Not applicable,Percent,50.91631
Republic of Korea,2013,All genders,Not applicable,Percent,97.73029
Republic of Korea,2013,Female,Not applicable,Percent,97.15388
Republic of Korea,2013,Male,Not applicable,Percent,98.25934
Republic of Korea,2012,All genders,Not applicable,Percent,95.9359
Republic of Korea,2012,Male,Not applicable,Percent,96.56898
Republic of Korea,2012,Female,Not applicable,Percent,95.2427
Republic of Korea,2011,All genders,Not applicable,Percent,95.49369
Republic of Korea,2011,Female,Not applicable,Percent,94.74525
Republic of Korea,2011,Male,Not applicable,Percent,96.17283
Republic of Korea,2010,All genders,Not applicable,Percent,95.86258
Republic of Korea,2010,Male,Not applicable,Percent,96.3562
Republic of Korea,2010,Female,Not applicable,Percent,95.31435
Republic of Korea,2009,All genders,Not applicable,Percent,98.15545
Republic of Korea,2009,Female,Not applicable,Percent,97.55479
Republic of Korea,2009,Male,Not applicable,Percent,98.6938
Republic of Korea,2008,All genders,Not applicable,Percent,99.18411
Republic of Korea,2008,Male,Not applicable,Percent,99.8334
Republic of Korea,2008,Female,Not applicable,Percent,98.45912
Republic of Korea,2007,All genders,Not applicable,Percent,99.13598
Republic of Korea,2007,Female,Not applicable,Percent,98.14138
Republic of Korea,2007,Male,Not applicable,Percent,100.02935
Republic of Korea,2006,All genders,Not applicable,Percent,97.30125
Republic of Korea,2006,Female,Not applicable,Percent,96.18802
Republic of Korea,2006,Male,Not applicable,Percent,98.30714
Republic of Korea,2005,All genders,Not applicable,Percent,92.98076
Republic of Korea,2005,Female,Not applicable,Percent,91.94733
Republic of Korea,2005,Male,Not applicable,Percent,93.92145
Republic of Korea,2004,All genders,Not applicable,Percent,90.16778
Republic of Korea,2004,Female,Not applicable,Percent,89.56217
Republic of Korea,2004,Male,Not applicable,Percent,90.71615
Republic of Korea,2003,Female,Not applicable,Percent,89.87474
Republic of Korea,2003,Male,Not applicable,Percent,90.12793
Republic of Korea,2003,All genders,Not applicable,Percent,90.00786
Republic of Korea,2002,Male,Not applicable,Percent,91.77529
Republic of Korea,2002,All genders,Not applicable,Percent,91.86684
Republic of Korea,2002,Female,Not applicable,Percent,91.96833
Republic of Korea,2001,Male,Not applicable,Percent,94.94748
Republic of Korea,2001,Female,Not applicable,Percent,95.45117
Republic of Korea,2001,All genders,Not applicable,Percent,95.18719
Republic of Korea,2000,Male,Not applicable,Percent,98.54685
Republic of Korea,2000,All genders,Not applicable,Percent,98.39325
Republic of Korea,2000,Female,Not applicable,Percent,98.22639
Republic of Korea,1999,Male,Not applicable,Percent,99.28673
Republic of Korea,1999,Female,Not applicable,Percent,98.83812
Republic of Korea,1999,All genders,Not applicable,Percent,99.07124
Republic of Korea,1998,Male,Not applicable,Percent,99.90391
Republic of Korea,1998,All genders,Not applicable,Percent,100.00327
Republic of Korea,1998,Female,Not applicable,Percent,100.11048
Republic of Korea,1997,Female,Not applicable,Percent,104.78854
Republic of Korea,1997,Male,Not applicable,Percent,103.77378
Republic of Korea,1997,All genders,Not applicable,Percent,104.26269
Republic of Korea,1996,All genders,Not applicable,Percent,103.63306
Republic of Korea,1996,Male,Not applicable,Percent,103.14572
Republic of Korea,1996,Female,Not applicable,Percent,104.15482
Republic of Korea,1995,Female,Not applicable,Percent,101.372
Republic of Korea,1995,Male,Not applicable,Percent,101.14683
Republic of Korea,1995,All genders,Not applicable,Percent,101.25598
Republic of Korea,1994,All genders,Not applicable,Percent,99.02847
Republic of Korea,1994,Male,Not applicable,Percent,99.92825
Republic of Korea,1994,Female,Not applicable,Percent,98.07187
Republic of Korea,1993,Female,Not applicable,Percent,94.33682
Republic of Korea,1993,Male,Not applicable,Percent,95.54257
Republic of Korea,1993,All genders,Not applicable,Percent,94.9583
Republic of Korea,1992,Female,Not applicable,Percent,91.31228
Republic of Korea,1992,All genders,Not applicable,Percent,92.41419
Republic of Korea,1992,Male,Not applicable,Percent,93.45063
Republic of Korea,1991,Female,Not applicable,Percent,90.79714
Republic of Korea,1991,Male,Not applicable,Percent,93.75705
Republic of Korea,1991,All genders,Not applicable,Percent,92.3205
Republic of Korea,1990,Female,Not applicable,Percent,90.38738
Republic of Korea,1990,All genders,Not applicable,Percent,92.61814
Republic of Korea,1990,Male,Not applicable,Percent,94.73265
Republic of Korea,1989,All genders,Not applicable,Percent,92.49005
Republic of Korea,1989,Female,Not applicable,Percent,90.03871
Republic of Korea,1989,Male,Not applicable,Percent,94.81195
Republic of Korea,1988,All genders,Not applicable,Percent,92.15745
Republic of Korea,1988,Female,Not applicable,Percent,89.60499
Republic of Korea,1988,Male,Not applicable,Percent,94.56864
Republic of Korea,1987,All genders,Not applicable,Percent,93.8545
Republic of Korea,1987,Female,Not applicable,Percent,92.84131
Republic of Korea,1987,Male,Not applicable,Percent,94.80842
Republic of Korea,1986,All genders,Not applicable,Percent,92.04707
Republic of Korea,1986,Female,Not applicable,Percent,89.92089
Republic of Korea,1986,Male,Not applicable,Percent,94.0434
Republic of Korea,1985,All genders,Not applicable,Percent,90.57558
Republic of Korea,1985,Female,Not applicable,Percent,87.89323
Republic of Korea,1985,Male,Not applicable,Percent,93.09185
Republic of Korea,1984,All genders,Not applicable,Percent,88.67586
Republic of Korea,1984,Female,Not applicable,Percent,85.2329
Republic of Korea,1984,Male,Not applicable,Percent,91.90594
Republic of Korea,1983,All genders,Not applicable,Percent,84.30367
Republic of Korea,1983,Female,Not applicable,Percent,79.96771
Republic of Korea,1983,Male,Not applicable,Percent,88.36958
Republic of Korea,1982,All genders,Not applicable,Percent,82.52217
Republic of Korea,1982,Female,Not applicable,Percent,77.96637
Republic of Korea,1982,Male,Not applicable,Percent,86.79103
Republic of Korea,1981,All genders,Not applicable,Percent,81.8405
Republic of Korea,1981,Female,Not applicable,Percent,76.96492
Republic of Korea,1981,Male,Not applicable,Percent,86.40546
Republic of Korea,1980,All genders,Not applicable,Percent,76.84526
Republic of Korea,1980,Male,Not applicable,Percent,82.63801
Republic of Korea,1980,Female,Not applicable,Percent,70.65737
Republic of Korea,1979,All genders,Not applicable,Percent,70.86037
Republic of Korea,1979,Female,Not applicable,Percent,62.84975
Republic of Korea,1979,Male,Not applicable,Percent,78.34867
Republic of Korea,1978,All genders,Not applicable,Percent,66.61911
Republic of Korea,1978,Male,Not applicable,Percent,74.74006
Republic of Korea,1978,Female,Not applicable,Percent,57.92098
Republic of Korea,1977,All genders,Not applicable,Percent,62.96921
Republic of Korea,1977,Female,Not applicable,Percent,53.86042
Republic of Korea,1977,Male,Not applicable,Percent,71.47065
Republic of Korea,1976,All genders,Not applicable,Percent,58.69317
Republic of Korea,1976,Male,Not applicable,Percent,67.26103
Republic of Korea,1976,Female,Not applicable,Percent,49.52628
Republic of Korea,1975,All genders,Not applicable,Percent,54.38634
Republic of Korea,1975,Male,Not applicable,Percent,62.91989
Republic of Korea,1975,Female,Not applicable,Percent,45.29264
Romania,2014,Male,Not applicable,Percent,95.24165
Romania,2014,Female,Not applicable,Percent,94.28333
Romania,2014,All genders,Not applicable,Percent,94.77508
Romania,2013,Male,Not applicable,Percent,98.68747
Romania,2013,All genders,Not applicable,Percent,97.88782
Romania,2013,Female,Not applicable,Percent,97.04494
Romania,2012,Male,Not applicable,Percent,99.96917
Romania,2012,Female,Not applicable,Percent,98.72227
Romania,2012,All genders,Not applicable,Percent,99.36214
Romania,2011,All genders,Not applicable,Percent,100.41964
Romania,2011,Male,Not applicable,Percent,101.076
Romania,2011,Female,Not applicable,Percent,99.72766
Romania,2010,All genders,Not applicable,Percent,100.23869
Romania,2010,Male,Not applicable,Percent,100.65498
Romania,2010,Female,Not applicable,Percent,99.79968
Romania,2009,All genders,Not applicable,Percent,97.94383
Romania,2009,Male,Not applicable,Percent,98.04073
Romania,2009,Female,Not applicable,Percent,97.84165
Romania,2008,All genders,Not applicable,Percent,95.35109
Romania,2008,Male,Not applicable,Percent,95.5184
Romania,2008,Female,Not applicable,Percent,95.17473
Romania,2007,All genders,Not applicable,Percent,89.2293
Romania,2007,Female,Not applicable,Percent,89.21914
Romania,2007,Male,Not applicable,Percent,89.23894
Romania,2006,All genders,Not applicable,Percent,85.06383
Romania,2006,Female,Not applicable,Percent,85.53944
Romania,2006,Male,Not applicable,Percent,84.61127
Romania,2005,All genders,Not applicable,Percent,83.71563
Romania,2005,Female,Not applicable,Percent,84.52229
Romania,2005,Male,Not applicable,Percent,82.94794
Romania,2004,All genders,Not applicable,Percent,82.75074
Romania,2004,Female,Not applicable,Percent,83.62125
Romania,2004,Male,Not applicable,Percent,81.92207
Romania,2003,All genders,Not applicable,Percent,82.74936
Romania,2003,Female,Not applicable,Percent,83.79526
Romania,2003,Male,Not applicable,Percent,81.75355
Romania,2002,All genders,Not applicable,Percent,82.35556
Romania,2002,Female,Not applicable,Percent,83.39859
Romania,2002,Male,Not applicable,Percent,81.36243
Romania,2001,All genders,Not applicable,Percent,80.50288
Romania,2001,Female,Not applicable,Percent,81.44614
Romania,2001,Male,Not applicable,Percent,79.60484
Romania,2000,All genders,Not applicable,Percent,79.26947
Romania,2000,Female,Not applicable,Percent,80.23889
Romania,2000,Male,Not applicable,Percent,78.34637
Romania,1999,Female,Not applicable,Percent,79.32996
Romania,1999,Male,Not applicable,Percent,77.54774
Romania,1999,All genders,Not applicable,Percent,78.41703
Romania,1998,Female,Not applicable,Percent,77.34046
Romania,1998,All genders,Not applicable,Percent,76.611
Romania,1998,Male,Not applicable,Percent,75.91649
Romania,1997,Female,Not applicable,Percent,75.68796
Romania,1997,Male,Not applicable,Percent,75.33652
Romania,1997,All genders,Not applicable,Percent,75.50793
Romania,1996,Female,Not applicable,Percent,75.15432
Romania,1996,All genders,Not applicable,Percent,74.35041
Romania,1996,Male,Not applicable,Percent,73.585
Romania,1995,Female,Not applicable,Percent,74.72935
Romania,1995,Male,Not applicable,Percent,72.61876
Romania,1995,All genders,Not applicable,Percent,73.64808
Romania,1994,All genders,Not applicable,Percent,74.98101
Romania,1994,Male,Not applicable,Percent,74.06049
Romania,1994,Female,Not applicable,Percent,75.94785
Romania,1993,Female,Not applicable,Percent,77.67241
Romania,1993,Male,Not applicable,Percent,77.83546
Romania,1993,All genders,Not applicable,Percent,77.75592
Romania,1992,All genders,Not applicable,Percent,82.00232
Romania,1992,Male,Not applicable,Percent,81.82585
Romania,1992,Female,Not applicable,Percent,82.18747
Romania,1991,Female,Not applicable,Percent,88.17271
Romania,1991,Male,Not applicable,Percent,88.871
Romania,1991,All genders,Not applicable,Percent,88.53012
Romania,1990,All genders,Not applicable,Percent,98.68478
Romania,1990,Male,Not applicable,Percent,100.04301
Romania,1990,Female,Not applicable,Percent,97.26097
Romania,1989,Female,Not applicable,Percent,95.84957
Romania,1989,Male,Not applicable,Percent,98.75253
Romania,1989,All genders,Not applicable,Percent,97.33501
Russian Federation,2014,All genders,Not applicable,Percent,100.58623
Russian Federation,2014,Male,Not applicable,Percent,101.58743
Russian Federation,2014,Female,Not applicable,Percent,99.53362
Russian Federation,2013,All genders,Not applicable,Percent,98.82532
Russian Federation,2013,Female,Not applicable,Percent,98.06922
Russian Federation,2013,Male,Not applicable,Percent,99.54415
Russian Federation,2012,All genders,Not applicable,Percent,96.16645
Russian Federation,2012,Male,Not applicable,Percent,96.97725
Russian Federation,2012,Female,Not applicable,Percent,95.31298
Russian Federation,2011,All genders,Not applicable,Percent,92.0478
Russian Federation,2011,Female,Not applicable,Percent,91.26743
Russian Federation,2011,Male,Not applicable,Percent,92.78868
Russian Federation,2009,All genders,Not applicable,Percent,84.95723
Russian Federation,2009,Male,Not applicable,Percent,85.64022
Russian Federation,2009,Female,Not applicable,Percent,84.23936
Russian Federation,2008,All genders,Not applicable,Percent,83.27176
Russian Federation,2008,Female,Not applicable,Percent,82.2491
Russian Federation,2008,Male,Not applicable,Percent,84.24645
Russian Federation,2007,Male,Not applicable,Percent,83.80153
Russian Federation,2007,All genders,Not applicable,Percent,83.0431
Russian Federation,2007,Female,Not applicable,Percent,82.24872
Russian Federation,2006,Male,Not applicable,Percent,83.3641
Russian Federation,2006,Female,Not applicable,Percent,82.09829
Russian Federation,2006,All genders,Not applicable,Percent,82.7455
Russian Federation,2005,Male,Not applicable,Percent,83.36619
Russian Federation,2005,All genders,Not applicable,Percent,82.9429
Russian Federation,2005,Female,Not applicable,Percent,82.50076
Russian Federation,2004,Male,Not applicable,Percent,85.58851
Russian Federation,2004,Female,Not applicable,Percent,85.08526
Russian Federation,2004,All genders,Not applicable,Percent,85.34221
Russian Federation,2003,Male,Not applicable,Percent,91.54298
Russian Federation,2003,All genders,Not applicable,Percent,91.52796
Russian Federation,2003,Female,Not applicable,Percent,91.51228
Russian Federation,1999,All genders,Not applicable,Percent,92.37748
Russian Federation,1998,All genders,Not applicable,Percent,92.04705
Russian Federation,1997,All genders,Not applicable,Percent,91.24942
Russian Federation,1996,All genders,Not applicable,Percent,91.40752
Russian Federation,1995,All genders,Not applicable,Percent,91.06441
Russian Federation,1994,Male,Not applicable,Percent,89.69754
Russian Federation,1994,All genders,Not applicable,Percent,90.69007
Russian Federation,1994,Female,Not applicable,Percent,91.71676
Russian Federation,1993,All genders,Not applicable,Percent,91.99039
Russian Federation,1992,All genders,Not applicable,Percent,94.20581
Russian Federation,1991,All genders,Not applicable,Percent,96.12402
Russian Federation,1990,All genders,Not applicable,Percent,97.60811
Russian Federation,1989,All genders,Not applicable,Percent,98.58496
Russian Federation,1988,All genders,Not applicable,Percent,99.97356
Russian Federation,1987,All genders,Not applicable,Percent,100.21676
Russian Federation,1986,All genders,Not applicable,Percent,100.0181
Russian Federation,1981,All genders,Not applicable,Percent,97.96166
Russian Federation,1976,All genders,Not applicable,Percent,96.27624
Rwanda,2014,All genders,Not applicable,Percent,39.11577
Rwanda,2014,Male,Not applicable,Percent,37.3305
Rwanda,2014,Female,Not applicable,Percent,40.88542
Rwanda,2013,All genders,Not applicable,Percent,40.15979
Rwanda,2013,Male,Not applicable,Percent,38.71406
Rwanda,2013,Female,Not applicable,Percent,41.58642
Rwanda,2012,All genders,Not applicable,Percent,38.39107
Rwanda,2012,Male,Not applicable,Percent,37.07213
Rwanda,2012,Female,Not applicable,Percent,39.68303
Rwanda,2011,Male,Not applicable,Percent,35.7464
Rwanda,2011,Female,Not applicable,Percent,36.90639
Rwanda,2011,All genders,Not applicable,Percent,36.33494
Rwanda,2010,Male,Not applicable,Percent,32.91243
Rwanda,2010,All genders,Not applicable,Percent,32.76186
Rwanda,2010,Female,Not applicable,Percent,32.61661
Rwanda,2009,Male,Not applicable,Percent,28.25459
Rwanda,2009,Female,Not applicable,Percent,26.20157
Rwanda,2009,All genders,Not applicable,Percent,27.20793
Rwanda,2008,Male,Not applicable,Percent,24.07901
Rwanda,2008,All genders,Not applicable,Percent,22.66981
Rwanda,2008,Female,Not applicable,Percent,21.31037
Rwanda,2007,Male,Not applicable,Percent,21.92154
Rwanda,2007,Female,Not applicable,Percent,19.43469
Rwanda,2007,All genders,Not applicable,Percent,20.66214
Rwanda,2006,Male,Not applicable,Percent,18.96142
Rwanda,2006,All genders,Not applicable,Percent,18.05975
Rwanda,2006,Female,Not applicable,Percent,17.16865
Rwanda,2005,Female,Not applicable,Percent,15.08762
Rwanda,2005,All genders,Not applicable,Percent,15.98657
Rwanda,2005,Male,Not applicable,Percent,16.88643
Rwanda,2004,Male,Not applicable,Percent,15.23996
Rwanda,2004,All genders,Not applicable,Percent,14.51309
Rwanda,2004,Female,Not applicable,Percent,13.79073
Rwanda,2003,Female,Not applicable,Percent,12.07356
Rwanda,2003,All genders,Not applicable,Percent,12.85327
Rwanda,2003,Male,Not applicable,Percent,13.65038
Rwanda,2002,Male,Not applicable,Percent,11.79979
Rwanda,2002,All genders,Not applicable,Percent,11.56305
Rwanda,2002,Female,Not applicable,Percent,11.33673
Rwanda,2001,Female,Not applicable,Percent,10.53374
Rwanda,2001,All genders,Not applicable,Percent,10.84653
Rwanda,2001,Male,Not applicable,Percent,11.18154
Rwanda,2000,Male,Not applicable,Percent,11.28571
Rwanda,2000,All genders,Not applicable,Percent,10.65709
Rwanda,2000,Female,Not applicable,Percent,10.0755
Rwanda,1999,Female,Not applicable,Percent,9.14893
Rwanda,1999,All genders,Not applicable,Percent,9.33335
Rwanda,1999,Male,Not applicable,Percent,9.53169
Rwanda,1992,Male,Not applicable,Percent,17.3911
Rwanda,1992,All genders,Not applicable,Percent,15.70007
Rwanda,1992,Female,Not applicable,Percent,14.05335
Rwanda,1991,Female,Not applicable,Percent,14.65842
Rwanda,1991,All genders,Not applicable,Percent,16.25228
Rwanda,1991,Male,Not applicable,Percent,17.88294
Rwanda,1990,Male,Not applicable,Percent,17.93295
Rwanda,1990,All genders,Not applicable,Percent,16.25736
Rwanda,1990,Female,Not applicable,Percent,14.61788
Rwanda,1989,Female,Not applicable,Percent,14.95756
Rwanda,1989,All genders,Not applicable,Percent,16.67068
Rwanda,1989,Male,Not applicable,Percent,18.42055
Rwanda,1988,All genders,Not applicable,Percent,15.97045
Rwanda,1988,Male,Not applicable,Percent,17.79329
Rwanda,1988,Female,Not applicable,Percent,14.18565
Rwanda,1987,All genders,Not applicable,Percent,16.16972
Rwanda,1987,Female,Not applicable,Percent,14.29076
Rwanda,1987,Male,Not applicable,Percent,18.08873
Rwanda,1986,All genders,Not applicable,Percent,16.2171
Rwanda,1986,Female,Not applicable,Percent,14.2843
Rwanda,1986,Male,Not applicable,Percent,18.19052
Rwanda,1985,All genders,Not applicable,Percent,16.26884
Rwanda,1985,Female,Not applicable,Percent,14.23963
Rwanda,1985,Male,Not applicable,Percent,18.34049
Rwanda,1984,All genders,Not applicable,Percent,15.09594
Rwanda,1984,Female,Not applicable,Percent,13.11364
Rwanda,1984,Male,Not applicable,Percent,17.12029
Rwanda,1983,All genders,Not applicable,Percent,14.6558
Rwanda,1983,Female,Not applicable,Percent,12.81884
Rwanda,1983,Male,Not applicable,Percent,16.53266
Rwanda,1982,All genders,Not applicable,Percent,13.36143
Rwanda,1982,Female,Not applicable,Percent,11.88865
Rwanda,1982,Male,Not applicable,Percent,14.86709
Rwanda,1981,All genders,Not applicable,Percent,12.60455
Rwanda,1981,Female,Not applicable,Percent,11.10654
Rwanda,1981,Male,Not applicable,Percent,14.1368
Rwanda,1980,All genders,Not applicable,Percent,9.52819
Rwanda,1980,Female,Not applicable,Percent,8.47455
Rwanda,1980,Male,Not applicable,Percent,10.60672
Rwanda,1979,All genders,Not applicable,Percent,3.9748
Rwanda,1979,Female,Not applicable,Percent,3.96039
Rwanda,1979,Male,Not applicable,Percent,3.98955
Rwanda,1978,All genders,Not applicable,Percent,3.7707
Rwanda,1978,Female,Not applicable,Percent,3.82691
Rwanda,1978,Male,Not applicable,Percent,3.71311
Rwanda,1977,All genders,Not applicable,Percent,3.49984
Rwanda,1977,Female,Not applicable,Percent,3.63458
Rwanda,1977,Male,Not applicable,Percent,3.36178
Rwanda,1976,All genders,Not applicable,Percent,3.22907
Rwanda,1976,Male,Not applicable,Percent,3.11646
Rwanda,1976,Female,Not applicable,Percent,3.33896
Saint Kitts and Nevis,2014,Male,Not applicable,Percent,90.31457
Saint Kitts and Nevis,2014,Female,Not applicable,Percent,92.75117
Saint Kitts and Nevis,2014,All genders,Not applicable,Percent,91.51832
Saint Kitts and Nevis,2013,Female,Not applicable,Percent,109.705
Saint Kitts and Nevis,2013,All genders,Not applicable,Percent,101.2038
Saint Kitts and Nevis,2013,Male,Not applicable,Percent,92.90484
Saint Kitts and Nevis,2012,Female,Not applicable,Percent,80.77257
Saint Kitts and Nevis,2012,Male,Not applicable,Percent,76.87739
Saint Kitts and Nevis,2012,All genders,Not applicable,Percent,78.80283
Saint Kitts and Nevis,2011,Female,Not applicable,Percent,96.26501
Saint Kitts and Nevis,2011,All genders,Not applicable,Percent,94.48109
Saint Kitts and Nevis,2011,Male,Not applicable,Percent,92.73597
